Area_Name,BHK,Amenities_Count,Balcony_Count,Market_Distance_KM,Building_Age,Floor_Number,Parking_Spaces,Bathrooms,Area,Ready_To_Move_In_Months,Price
14,1,12,2,4.5,3,8,2,1,588,6,19936626
14,3,5,2,1.7,7,34,2,3,2466,15,37216449
14,2,13,1,3.4,4,10,3,1,1500,7,25706439
14,3,9,1,4.5,15,9,1,3,1335,1,23570036
14,2,8,1,1,16,22,2,2,2602,1,29153947
14,4,17,2,3.3,20,14,3,4,3326,11,38225192
14,2,16,2,1.4,18,6,1,1,3296,8,52345700
14,4,9,3,1.5,16,21,1,4,2292,22,39730856
14,4,4,4,0.3,14,3,3,3,2430,10,33305609
14,2,9,4,1.4,6,22,3,2,2436,21,44747397
14,3,19,1,4.7,15,22,3,2,1768,12,38327422
14,3,8,4,4.1,15,2,1,3,3007,9,47217649
14,2,15,1,0.5,4,8,3,2,2676,9,41377977
14,2,15,1,2.7,9,11,2,2,3044,17,41474771
14,3,16,3,0.8,8,4,3,3,1100,5,26405261
14,2,7,2,3.5,19,23,1,2,1043,15,30773342
14,3,11,1,3.7,6,2,1,3,696,0,27030123
14,4,17,4,2.8,4,27,2,4,2240,13,43703289
